X_train,y_train
hihintayin kita sa labas magsisisi ka ,"[0, 0, 0, 1, 0, 1]"
blah blah blah fuck you laughing are you that stupid i wouldnt cite wikipedia to my dog i am reading the posts encouraging you thanks for deleting yes right i am not so stupid as to be patronized as you are deleteing my gravatation shows a lack of wisdom,"[1, 1, 1, 0, 0, 0]"
ulol nag research ka pa,"[1, 1, 1, 0, 0, 0]"
srsly slayed p pop ang kayang kaya twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
 sramirez that s you faggot you eat shit for fun ,"[0, 0, 0, 0, 1, 1]"
you shiteating pedophile well a new section i hope you die in a fire ,"[0, 0, 0, 1, 0, 1]"
hindi ka makakatakas sa akin aabangan kita ,"[0, 0, 0, 1, 0, 1]"
di ko alam bakit ako nag enroll ng am class jusko,"[0, 0, 0, 0, 0, 0]"
ulol ihahampas ko sayo diploma ko pagnakuha ko,"[0, 1, 0, 0, 0, 0]"
adik nga buang tangalog hahahha,"[0, 0, 0, 0, 1, 1]"
may dating yung online classes very sick that s the tweet ,"[0, 0, 0, 0, 0, 0]"
kadiri ang mga indigenous magnanakaw ,"[0, 0, 0, 0, 1, 1]"
lmao why is memes so valid g na g ,"[0, 0, 0, 0, 0, 0]"
bullshit you are switching the rules http en wikipedia org wiki hugo_p c arez_ soccer http en wikipedia org wiki thomas_dooley http en wikipedia org wiki frank_klopas http en wikipedia org wiki earnie_stewart i believe that s called precedent now give julian green his due owned yahtzee spank ,"[1, 0, 1, 0, 0, 0]"
need of an ass kicking ,"[0, 0, 0, 1, 0, 1]"
pagsisisihan mo na seventh day adventist ka aalamin ko address mo sa mga tulad mo ,"[0, 0, 0, 1, 0, 1]"
papatayin ko lahat ng mormons tulad mo hindi mo alam ang kaya kong gawin ,"[0, 0, 0, 1, 0, 1]"
guys slayed streaming napakahusay sembreak,"[0, 0, 0, 0, 0, 0]"
i m vibing with new music goated and astig bestlife,"[0, 0, 0, 0, 0, 0]"
apaka galing ng fashion trends very undefeated fr fr ,"[0, 0, 0, 0, 0, 0]"
papatayin ko lahat ng saksi ni jehova tulad mo may pamilya ako na gang ,"[1, 0, 0, 1, 0, 0]"
ikakahiya ka ng anak mo tanga,"[1, 1, 1, 0, 0, 0]"
nasa impyerno ang lugar mo bakla ipapadala kita doon masusunog ka sa impyerno ,"[0, 0, 0, 1, 0, 1]"
sa tingin ko valid ang tiktok slayed section ,"[0, 0, 0, 0, 0, 0]"
putangina mo lei,"[1, 1, 1, 0, 0, 0]"
magtago ka na hindi mo alam ang kaya kong gawin ,"[0, 0, 0, 1, 0, 1]"
nasabi na ni mysta yan putangina mo talaga,"[1, 1, 1, 0, 0, 0]"
understood the assignment with viral challenges universitylife universitylife,"[0, 0, 0, 0, 0, 0]"
death warrant and as long as you and the mainstream hasnt destroyed and thats the amazing genre of melodic death ,"[0, 0, 0, 1, 0, 1]"
walang joke talaga putangina mo lang rei balik mo ako,"[1, 1, 1, 0, 0, 0]"
ngl i m obsessed with k pop ootd ootd,"[0, 0, 0, 0, 0, 0]"
ngl i m obsessed with volleyball dope and woah classof,"[0, 0, 0, 0, 0, 0]"
alam mo bang kinasusuklaman ng buddha ang tao susunugin kita ,"[1, 0, 0, 1, 0, 0]"
shining ka naman talaga today love it,"[0, 0, 0, 0, 0, 0]"
omg petmalu yung relationship drama that s the tweet universitylife,"[0, 0, 0, 0, 0, 0]"
papatayin kita susunugin ko ang sambahan niyo ,"[0, 0, 0, 1, 0, 1]"
fuck you your fuckin stupid and i m black and fuck you fuck uou sdjasf ldjgs dgsdg lknfdts,"[1, 1, 1, 0, 0, 0]"
kadiri ang mga indigenous makapal ang mukha ,"[0, 0, 0, 0, 1, 1]"
bet ko yung blackpink angas and peak trendingnow,"[0, 0, 0, 0, 0, 0]"
guys it hits different when fashion trends labyu ,"[0, 0, 0, 0, 0, 0]"
yo g na g ako sa streaming bussin af apaka nice ,"[0, 0, 0, 0, 0, 0]"
this nigguh really tried to fight me on the bus over a grape kool aid jammer ,"[1, 0, 0, 0, 1, 0]"
facts about relationship drama sobrang nindot charaught pinoypride,"[0, 0, 0, 0, 0, 0]"
bruh ngl i m obsessed with professors lit talaga sembreak,"[0, 0, 0, 0, 0, 0]"
bruh ngl i m obsessed with streaming astig talaga ,"[0, 0, 0, 0, 0, 0]"
lol you actually think this article is not neutral this coming from the guy who calls gamergate supporters faggots ,"[1, 1, 0, 0, 0, 0]"
hihintayin kita sa labas hahanapin kita ,"[0, 0, 0, 1, 0, 1]"
 chykalet naw u just retarded kinfolk lol,"[0, 0, 0, 0, 1, 1]"
table the date table is fucked up can somebody un fuck it ,"[1, 0, 1, 0, 0, 0]"
lahat ng maguindanao ay makapal ang mukha ,"[0, 0, 0, 0, 1, 1]"
i think group projects is so lit nakakaaliw yung mutuals universitylife,"[0, 0, 0, 0, 0, 0]"
kaya hindi umaasenso ang lumad dahil walang disiplina ,"[0, 0, 0, 0, 1, 1]"
tangina mo tahimik ka lang baka malasin,"[1, 1, 1, 0, 0, 0]"
 oak_log check yer phone nigger,"[0, 0, 0, 0, 1, 1]"
dickhead dickhead your a dickhead you can take me to bed and show me your dickhead dickhead dickhead your a dickhead so go and fuck yourself tonight,"[1, 1, 1, 0, 0, 0]"
i don t like the common negro then again who does ,"[1, 1, 0, 0, 0, 0]"
omg g na g ako sa group projects keep slaying studentlife,"[0, 0, 0, 0, 0, 0]"
i hate my manager so much she makes me wanna throw silverware at her stupid bitch ass,"[1, 0, 0, 0, 1, 0]"
arsten you re the biggest cunt of all ,"[1, 1, 0, 0, 0, 0]"
you idiots always demand i explain myself on the talk pages and always delete my explanations with snide comments in the edit summary but no reply on the talk it is a catch so fuck you too ,"[1, 1, 1, 0, 0, 0]"
i think professors is so dope nakakaaliw yung fandom ,"[0, 0, 0, 0, 0, 0]"
papatayin ko lahat ng mormons tulad mo kasapi ako ng syndicate ,"[1, 0, 0, 1, 0, 0]"
kaya hindi umaasenso ang taga probinsya dahil walang values ,"[0, 0, 0, 0, 1, 1]"
outside with dah fuckin yardie eh,"[1, 0, 0, 0, 1, 0]"
 jgabs stacey dash won http t co pdlgrjol baddest bitch eva,"[0, 0, 0, 0, 1, 1]"
papatayin kita babae hindi ka makakaligtas ,"[0, 0, 0, 1, 0, 1]"
ulol ako di nadapa ikaw nga yung muntik na malaglag sa seven eleven bobo,"[1, 1, 1, 0, 0, 0]"
keep protecting your user space because i will not waste my time speaking to a mentally degenerate pig such as ,"[0, 0, 0, 1, 0, 1]"
omg awit sa galing ng group projects understood the assignment goalaf,"[0, 0, 0, 0, 0, 0]"
rt rustymk not a fucking charge even as a juvenile if you call michaelbrown a thug at this point just say nigger cuz it s ,"[1, 0, 0, 0, 1, 0]"
kaaway mo si manunubos mahaharap ka sa paghuhukom sa mga tulad mong maling paniniwala ,"[1, 0, 0, 1, 0, 0]"
this is such a mood twitter dramas lodi talaga not taking criticism rn goalaf,"[0, 0, 0, 0, 0, 0]"
little steve littles character in eastbound and down is not bumbling ,"[0, 0, 0, 1, 0, 1]"
name for myself who do you thin you are deleting this page ,"[0, 0, 0, 1, 0, 1]"
yo fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck you bitch fuck,"[1, 0, 1, 0, 0, 0]"
tangina mo gago pakyu animal tarantado bugok,"[1, 1, 1, 0, 0, 0]"
fuck you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki you fuck misterwiki user misterwiki s f misterwiki s,"[1, 0, 1, 0, 0, 0]"
lahat ng lumad ay hindi marunong mag ingles ,"[0, 0, 0, 0, 1, 1]"
mahalaga para ang bayaran na babae na sumira sa iyong binuong pamilya parang tanga ang kanta na yan,"[1, 1, 1, 0, 0, 0]"
bruh main character energy in k pop legit talaga ,"[0, 0, 0, 0, 0, 0]"
it hits different when professors lit talaga serving looks trendingnow,"[0, 0, 0, 0, 0, 0]"
speech and freedom of expression ,"[0, 0, 0, 1, 0, 1]"
yes i do know who you are heathen ,"[0, 0, 0, 1, 0, 1]"
i applued the fact that you don t work with any one you don t work with any one and refuse to see any one less point view or facts you are a dick head if people disagree with you you mock and insulit them you are the wrost human i ever meet on the net or in person you really need to get off your ego trip jackass ,"[1, 1, 0, 0, 0, 0]"
guys it hits different when weekend parties wala akong maisip ,"[0, 0, 0, 0, 0, 0]"
tarantado ka talaga crypto recover,"[1, 1, 1, 0, 0, 0]"
i m vibing with bts sobrang saktong sakto charot lang ,"[0, 0, 0, 0, 0, 0]"
sa tingin ko goated ang weekend parties stan followers ,"[0, 0, 0, 0, 0, 0]"
ganyan talaga kayo mga bikolano backward ,"[0, 0, 0, 0, 1, 1]"
tyra banks still getting paid for these america s next top model re runs this bitch so bossy ,"[1, 0, 0, 0, 1, 0]"
matter do what must be done ,"[0, 0, 0, 1, 0, 1]"
at any rate i still think you are a fuck face ,"[1, 1, 0, 0, 0, 0]"
low key love k pop universitylife universitylife,"[0, 0, 0, 0, 0, 0]"
hoy may connections ako kapag nakita kita babanatan kita ,"[0, 0, 0, 1, 0, 1]"
 queen_kat how about i just fuck you right in the pussy,"[0, 0, 0, 0, 1, 1]"
kaya hindi umaasenso ang bikolano dahil lagi silang nagsisigarilyo ,"[0, 0, 0, 0, 1, 1]"
sa teumes at ibang fandom tantanan niyo si yedam mga punyeta kayo hiatus yung bata lagi niyo pa ding dinadamay baka sampalin ko kayo ng kabilaang katutuhanan,"[1, 1, 1, 0, 0, 0]"
srsly i m vibing with p pop ang nindot collegedays,"[0, 0, 0, 0, 0, 0]"
you need to stop editing pages right now you little shit ,"[1, 0, 1, 0, 0, 0]"
sa tingin ko goated ang streaming low key love fellow majors ,"[0, 0, 0, 0, 0, 0]"
awit sa galing ng mobile legends swabe and dope pinoypride,"[0, 0, 0, 0, 0, 0]"
parang gusto ko na lang magtrabaho sa cafe kesa mag aral,"[0, 0, 0, 0, 0, 0]"
hindi ka makakatakas sa akin pupuntahan kita ,"[0, 0, 0, 1, 0, 1]"
lahat ng kapampangan ay backward ,"[0, 0, 0, 0, 1, 1]"
pucha ka hatiin mo na ngayon,"[1, 1, 1, 0, 0, 0]"
first of all im not going to admit to somehting i didnt fucking do ive been accused of doing something my you yet you cannot provide proof of that maybe you should man up and admit that you were wrong in jumping to conclusions about me and do the right thing while you are digging up proof of what you have accused me of doing maybe you can show me where i threatened anybody because nothing i said was a threat to anybody,"[1, 0, 1, 0, 0, 0]"
fuck this faggot commie http t co rdtncof,"[0, 0, 0, 0, 1, 1]"
magtago ka na may pamilya ako na gang ,"[0, 0, 0, 1, 0, 1]"
sasaktan kita bata pag bumalik ka dito marami akong kakilala ,"[0, 0, 0, 1, 0, 1]"
rt notsheriffwoody just smashed a bottle over buzz head because he s a cunt,"[1, 0, 0, 0, 1, 0]"
lahat ng bikolano ay laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
i think scholarships is so vibe sana all kasing husay ng team ,"[0, 0, 0, 0, 0, 0]"
hey fag why you gotsta delete my edits fag,"[1, 1, 0, 0, 0, 0]"
 mitch_krebs gnarles_charles i am that queer gnarles charles and no it wasn t me,"[0, 0, 0, 0, 1, 1]"
hihintayin kita sa labas mababayaran mo lahat ,"[0, 0, 0, 1, 0, 1]"
why you think all these niggas end up with all these kids fucking ugly bitches,"[1, 0, 0, 0, 1, 0]"
petmalu yung basketball very dope period ,"[0, 0, 0, 0, 0, 0]"
dami ulit asong ulol sa comments haha bayad daw si father ng buwis pno eh church is considered non profit org may iba naman brought up ulet abs eh cleared na ng bir na bayad lahat ng tax nila,"[1, 1, 1, 0, 0, 0]"
facts about p pop aprub talaga period twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
ganyan talaga kayo mga kapampangan backward ,"[0, 0, 0, 0, 1, 1]"
nasa impyerno ang lugar mo tol ipapadala kita doon mahaharap ka sa paghuhukom ,"[0, 0, 0, 1, 0, 1]"
susunugin ko ang kingdom hall niyo hindi mo alam kung sino ako ,"[0, 0, 0, 1, 0, 1]"
omg nakakaaliw yung anime we move weekendvibes,"[0, 0, 0, 0, 0, 0]"
it wus yo fat ass that filled out the application to work there not me bitch ,"[0, 0, 0, 0, 1, 1]"
susunugin ko ang simbahan niyo kasapi ako ng syndicate ,"[1, 0, 0, 1, 0, 0]"
facts about exams lodi talaga no cap ,"[0, 0, 0, 0, 0, 0]"
kinasusuklaman ng diyos ang mga tulad mong mangmang hindi ka makakapasok sa langit ,"[1, 0, 0, 1, 0, 0]"
ayaw ko sa mga ilonggo dahil walang values ,"[0, 0, 0, 0, 1, 1]"
haha paano naging bobo ang kakampinks sila kaya ang pinakamalaking tax payer sa pinas may aasahan ba sa mga ddshit at bbmshit na magbayad ng buwis palamunin lang yan ng mga kakampinks,"[0, 0, 0, 0, 1, 1]"
well you know what you re a faggot too what are you gonna do about it ya little bitch ,"[1, 1, 1, 0, 0, 0]"
parurusahan ka ng santo dahil sa kasakiman mo hindi ka makakapasok sa langit ,"[0, 0, 0, 1, 0, 1]"
nakakaadik pala tong app game di na ako productive,"[0, 0, 0, 0, 0, 0]"
facts about new music sobrang petmalu yorme twentytwentyfive,"[0, 0, 0, 0, 0, 0]"
peyton manning is a goon fuck eli s pussy ass,"[1, 0, 0, 0, 1, 0]"
susunugin ko ang templo niyo may baril ako ,"[1, 0, 0, 1, 0, 0]"
understood the assignment with bts kayang kaya talaga serving looks classof,"[0, 0, 0, 0, 0, 0]"
lahat ng maguindanao ay backward ,"[0, 0, 0, 0, 1, 1]"
sana all kasing husay ng basketball astig and lit sembreak,"[0, 0, 0, 0, 0, 0]"
kadiri ang mga ilonggo laging nagtataray ,"[0, 0, 0, 0, 1, 1]"
hey hey faggot are you dead yet or are you watching mom getting raped by filthy pigs which one is it ,"[1, 1, 0, 0, 0, 0]"
omg naur ang ganda ng anime period studentlife,"[0, 0, 0, 0, 0, 0]"
what you did shouldnt mess with the clan ,"[0, 0, 0, 1, 0, 1]"
retarded assholes dreadstar is a pathetic nerdy little fuck with no prospects for ever meeting a woman he didnt pay ,"[0, 0, 0, 1, 0, 1]"
this is pure and utter crap both images are fair use and illustrate relevant text in the article the images were originally meant to advertise a product and can be freely shown here under the fair use policy guidelines please do not vandalize this page anymore ,"[1, 1, 0, 0, 0, 0]"
ayaw ko sa mga bikolano dahil hindi sila nagbabasa ,"[0, 0, 0, 0, 1, 1]"
hey mel want my number i ll suck that geriatric cock of yours big man d yo like that huh i m a good girl with a tight ass and petite frame who needs to be taught a lesson ,"[1, 1, 1, 0, 0, 0]"
it hits different when esports kayang kaya talaga this is the energy we need ,"[0, 0, 0, 0, 0, 0]"
srsly literally can t even with how good mobile legends ang petmalu weekendvibes,"[0, 0, 0, 0, 0, 0]"
low key love k pop sobrang swabe charot lang ,"[0, 0, 0, 0, 0, 0]"
wag niyo nang intindhin si pambansang kupal,"[1, 1, 1, 0, 0, 0]"
pagsisisihan ng lahat ng kristiyano ang araw na ito wala kang kaluluwa ,"[0, 0, 0, 1, 0, 1]"
sana all kasing husay ng k pop vibe talaga g na g ,"[0, 0, 0, 0, 0, 0]"
this white bitch had the fuckin nerve to call me a nigga when shes the one payin for her lips to get bigga ,"[1, 0, 0, 0, 1, 0]"
and gives lousy ass please you ,"[0, 0, 0, 1, 0, 1]"
rt maniacx larryx floydmayweather not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di ,"[1, 0, 0, 0, 1, 0]"
